ovallcon,count
POLINEUROPATÍA PERIFÉRICA SENSITIVO-MOTORA.,1
SINCOPES EN ESTUDIO,1
FA CON RVLENTA,1
"FRACTURA DE 6º, 7º Y 8º COSTILLAS DERECHAS",1
ROTURA COMPLETA LIGAMENTOS CÓRACO-CLAVICULARES Y ACROMIALES,1
INFECCIÓN TRACTO URINARIO DE REPETICIÓN ASOCIADA A SONDAJE PERMANENTE.,1
ILEO PARALITICO VS SUBOCLUSION POR BRIDAS,1
FALLO RENAL AGUDO DE PROBABLE ORIGEN PRERRENAL (FG AL ALTA:,1
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON EXACERBACIÓN AGUDA 2ARIA.,1
CARDIOPATIA ISQUEMICA CRONICA CON ANGINA ESTABLE SIN DAÑO ...,1
"DM TIPO 2, DESCOMPENSADA",1
ITU COMPLICADA (E. COLI BLEE NEG. + E. FAECALIS),1
ADC DE CLON EN PROGRESION,1
NEUMOTÓRAX IZDO IATROGÉNICO. DRENAJE TORÁCICO.,1
FRACTURA SUBCAPITAL CADERA IZDA (02/03) PROTESIS PARCIAL CEMENT (06/03,1
UPP MALEOLO EXTERNO IZQUIERDO (P. MIRABILIS + SAMS),1
ACV SUBAGUDO PARIETO-OCCIPITAL DERECHO,1
HEMORRAGIA DIGESTIVA BAJA PROBABLEMENTE SECUNDARIA A ...,1
MASA VEJIGA,1
FRACTURA DE TIBIA Y PERONE,1
TEP AGUDO DERECHO,1
"DEMENCIA MODERADA, PROBABLE MIXTA",1
SHOCK SÉPTICO SECUNDARIO A PREVIO,1
ROTURA LIGAMENTO PERONEO-ASTRAGALINO ANTERIOR TOBILLO IZQ.,1
ATEROMATOSIS CAROTIDA INTERNA IZQUIERDA.,1
CARCINOMA EPIDERMOIDE DE PULMON ESTADIO T3N2,1
DETERIORO COGNITIVO GDS 6,1
DORSOLUMBALGIA MECANICA APLASTAMIENTOS VERTEBRALES D12-L1-L2-L4.,1
PINZAMIENTOS LUMBARES,1
LUMBALGIA RESIDUAL POST-QUIRURGICA,1
I. RENAL PRERRENAL?,1
EPISTAXIS EN PACIENTE ANTICOAGULADO,1
TRANSFORMACIÓN HEMORRÁGICA SECUNDARIA,1
UPP EN SACRO GRADO III SOBREINFECTADA (PENDIENTE DE CULTIVO),1
"SINDROME DE GUILLAN BARRE, FORMA AXONAL",1
FRACTURA VERTEBRAL LUMBAR L-2,1
FRACTURPOP FRACTURA SUBCAPITAL DE FÉMUR DERECHO,1
HEMORRAGIA IV + HSA FRONTAL DRCHA,1
DOLOR TORACICO DE CARACTERISTICAS PLEURITICAS,1
TCE (23/10/2016) POR CAIDA ACCIDENTAL EN DOMICILIO,1
VÓLVULO INTESTINAL,1
LAPAROTOMIA POR HEMORRAGIA DIGESTIVA BAJA.,1
ROTURA MANGUITO DE ROTADORES HOMBRO DERECHO (PARCIAL AMPLIA),1
OSTEOMIELITIS  4TO DEDO PIE DERECHO,1
LUMBALGIA MECANICA AGUDA ALTA,1
QUISTE SINOVIAL PERITENDINOSO TENDÓN FLEXOR 2º DEDO MANO IZQ.,1
ACUÑAMIENTO D11-D12,1
TRASTORNO DEPRESIVO CON IDEAS DE RUINA,1
EN ESTUDIO POR HIDROCEFALIA.,1
DISFUNCIÓN ATM DERECHA,1
ITU POR E. COLI BLEE NEGATIV,1
ÚVULA EDEMATOSA EN PROBABLE RELACIÓN CON PROCESO ANESTÉSICO,1
HEMATOMA SUBDURAL FRONTOPARIETOTEMPORAL IZQUIERDO,1
INSUFICIENCA CARDÍACA LEVE,1
DETERIORO COGNITIVO PERFIL VASCULAR MODERADO ¿¿CON ALT CONDUCTUAL??,1
MIELOPATIA COMPRESIVA POR HERNIA DISCAL D11-D12,1
POSIBLE BOCIO INTRATORÁCICO,1
PROCESO CATARRAL DE VIAS ALTAS,1
HEMATOMA SUBDURAL CRONICO CON RESANGRADO TRAUMATICO EN SU INTERIOR.,1
BRONQUIECTASIAS SOBREINFECTADAS POR S.AUREUS METICILIN SENSIBLE.,1
UPP TROCÁNTER IZQUIERDO GRADO I,1
"ARTRITIS SÉPTICA CADERA DERECHA, POR MICROCRISTALES SOBREINFECTADA (E.",1
INSUFICIENCIA CARDIACA INCIPIENTE DESCOMPENSADA,1
SINCOPE  A ESTUDIO,1
"COLELITIASIS Y COLEDOCOLITIASIS MÚLTIPLE, PTE CPRE.",1
02 DEPENDIENTE ( 24H DIA ),1
POSIBLE SUBOCLUSION INTESTINAL,1
NECROSIS DEDOS MID.,1
DISMOVILIDAD3B. JONES 2 (B:4) CAF 2/5 (B:C.L.S.A) COLVEZ BASAL 4,1
TRASLADO DESDE CAULE TRAS HDA POR LESIONES VASCULARES EN I.DELGADO,1
ACV ISQUEMICO CORTICO-SUBCORTICAL PARIETAL DCHO (13/09/2017),1
RECAMBIO DE NEFROSTOMIA,1
PORTADORA DE SONDA VESICAL POR RETENCION AGUDA  DE ORINA  A REPETICION,1
ALTERACIONDES HIDRO ELECTROLITICAS: HIPONATREMIA,1
PERFORACION INTESTINAL COLON DCH,1
FISTULA DE LCR Y MENINGITIS 2ª,1
INSUFICIENCIA AORTICA Y TRICUSPIDE  LEVE,1
POSIBLE COLICO RENAL DCH,1
OTITIS,1
FRACTURA MALEOLO PERONEO DCH,1
CIRROSIS EN ESTUDIO ??,1
HERNIA INGUINAL DERECHA.,1
SÍNCOPE VASOVAGAL A ESTUDIO,1
ARTROPLASTIA CADERA DCHA(25/07/2017) TRAS FX. SUBCAPITAL (20/07),1
HEMORRAGIA INTRAPARENQUIMATOSA AGUDA EN TALAMO GANGLIOS BASALES,1
PROBABLE DEFICIT DE PROTEINA S LIBRE ANTIGENICA,1
UPP SACRA Y TALON IZQUIERDO,1
DUDOSA SOBREINFECCIÓN URINARIA NO COMPLICADA.,1
HERNIA GIGANTE DE PARED ABDOMINAL,1
DISFUNCIÓN SISTÓLICA SEVERA DE VI DE ORIGEN ISQUÉMICO,1
SINDROME D EPIERNAS INQUIETAS,1
CA DE PRÓSTATA AVANZADO MT OSEAS,1
DESNUTRICIÓN CALORICO  PROTEICA SEVERA,1
ÚLCERAS VASCULÍTICAS-HIPERTENSIVAS EN MID.,1
CRISIS COMICILES GENERALIZADAS DE ORIGEN VASCULAR,1
T.C.E. - HEMATOMA SUBDURAL AGUDO (27/09/2017),1
ÚLCERA POR PRESIÓN TALÓN IZQUIERDO.,1
NEOPLASIA GÁSTRICA VS. PANCREÁTICA,1
FRACTURA TERCIO PROXIMAL HUMERO DERECHO.,1
ESPONDILOARTROSIS SEVERA + ESCOLIOSIS LUMBAR IZDA.,1
POSIBLES CUADROS DE AIT VS CRISIS COMICIALES PARCIALES,1
PROBABLE BRONCOSASPIRACION,1
DELIRIUM POR HOSPITALIZACION,1
ESPONDILODISCITIS  D12-L1  CON MICROABSCESOS EN PSOAS,1
NEO PROBABLE ORIGEN PULMONAR,1
APLASTAMIENTOS VERTEBRALES OSTEOPOROTICOS,1
"CARCINOMA ANAPLASICO DE TIROIDES EN PROGRESIÓN (GANGLIONAR, PULMONAR).",1
FRACTURA MESETA TIBIAL EXTERNA RODILLA DCHA (28/09/16). TTO. ORTOPEDIC,1
INSUFICIENCIA RESPIRATORIA APRCIAL AGUDA SECUNDARIA,1
SJOGREN,1
HERPES ZOSTER TORÁCICO IZDO,1
INSUFICIENCIA RENAL CRÓNICA SEVERA DESCOMPENSADA,1
CONTUSIÓN COSTAL Y LUMBAR SECUNDARIO A CAIDA,1
SEPSIS DE FOCO NO ACLARADO (PROBABLE URINARIO).,1
FRACTURAS OSTEOPOROTICAS - RECIENTE D9 - L1. ANTIGUAS D10-D11-D12,1
NECROSIS DE DEDOS DE PIE IZQUIERDO,1
ARTROPLASTIA RODILLA DCHA - TRIATHLON - 01/12/2017),1
SOSPECHA DE TVP ( EII),1
CONTUSION HOMBRO IZDO.,1
LESIONES RESIDUALES EN AMBOS LÓBULOS SUPERIORES,1
MASA ABDOMINAL CARCINOMA DE CELULAS PEQUEÑAS CON EXPRESION FOCAL DE M,1
HERNIA DISCAL L2-L3 IZDA,1
DEBUT DE DEMENCIA ??,1
FRACTURA MESETA TIBIAL IZQUIERDA,1
FRACTURA ANTIGUA DE PELVIS,1
FRACTURA PERTROCANTEREA CADERA IZDA (11/10/2016) CLAVO PFNA (31/10/201,1
ACV ISQUÉMICO DE ACM IZQUIERDA CON TRANSFORMACIÓN HEMORRÁGICA,1
NEOPLASIA GÁSTRICA DE RECIENTE DIAGNÓSTICO.,1
TAQUICARDIA. POSIBLE INSUFICIENCIA CARDIACA,1
CELULITIS EN PIERNA IZQUIERDA Y DERECHA,1
ÚLCERA PIE DIABÉTICO IZQUIERDO.,1
DEMENCIA 2ª SEVERA,1
SINDROME CONFUSIONAL HIPOACTIVO  FLUCTUANTE Y PERSISTENTE,1
FIBRILACIÓN AURICULAR PAROXÍSTICA NO VALVULAR,1
ENFERMEDAD DE ALZHEIMER SEVERA (GDS 6-7) CON ALTERACIÓN CONDUCTUAL.,1
ALTERACIÓN ANALITICA DE COLOSTASIS,1
SÍNDROME CONFUSIONAL AGUDO EN RELACIÓN CON RAO,1
SOSPECHA NEOPLASIA DE COLON.,1
DISMOVILIDAD 2B. JONES 2 (B:3) CAF 2/5 (B:C.L.C.A.) COLVEZ BASAL 2,1
"HIPONATREMIA LEVE-MODERADA, SD CONFUSIONAL SECUNDARIO.",1
INSUFICIENCIA CADIO-RENAL,1
INSUFICIENCIA RENAL AGUDA POR NEFROTÓXICOS.,1
EPISODIO DE FLUTTER AURICULAR,1
HEMATOQUECIA. FISURA ANAL,1
CAIDA CASUAL: 10/10/2017,1
FRACTURAS VERTEBRALES SUBAGUDAS T10 Y T11.,1
LEUCOCITOSIS ( LEUCEMIA/ REACCION LEUCEMOIDE?),1
HEMIPLEJIA DCHA + AFASIA GLOBAL + DISFAGIA - SNG -,1
SD FEBRIL AUTOLIMITADO,1
INFECCIÓN BRONQUIAL CRÓNICA POR PSEUDOMONA AERUGINOSA,1
DORSOLUMBALGIA MECANICA - ACUÑAMIENTOS VERTEBRALES MÚLTIPLES,1
ROTURA COMPLETA LCA RODILLA IZQ,1
ACV ISQUEMICO EN REG. PROTUBERANCIAL DCHA (08/02/2017),1
UPP TALÓN IZQUIERDO Y GLÚTEO IZQUIERDO.,1
FRACTURA ESTABLE APOFISIS ESPINOSA C7,1
COSTOCONDRITIS - SD. DE TIEZTE,1
SÍNCOPES VASO-VAGALES,1
ANEMIA MODERADA PROB FERROPENICA,1
SÍNDROME GENERAL EN PACIENTE CON MIELODISPLASIA,1
ITU COMPLICADA (E. COLI BLEE NEGATIVO).,1
CANDIDIASIS EN AXILAS,1
CUADRO DE DEMENCIA CON TTNOS PSCD MAL  CONTROLADOS,1
HTA CON HVI SECUNDARIAMENTE.,1
FRACTURA ORBITARIA IZQUIERDA,1
DEMENCIA ESATDIO SEVERO GDS 7,1
FRACTURA LUXACIÓN CENTRAL CADERA IZQUIERDA.,1
SEGUIMEINTO POST -IQ FRACTURA DE CADERA,1
EVOLUCIONADA,1
GASTROENTERITIS  AGUDA,1
"FRACTURA DE 6ª,7ª Y 8ª COSTILLAS IZQUIERDAS TRAS CAÍDA CASUAL",1
LUMBOCIATICA DCH. RADICULOPATIA,1
DEMENCIA VASCULAR VS ALZHEIMER,1
INFECCIÓN URINARIA POR AEROCOCCUS URINAE.,1
ITU-PROSTATITIS,1
SINDROME CONFUSIONAL AGUDO  EN PACIENTE CON  PROBABLE DEMENCIA,1
ANEMIA MEGALOBLASTICA EN TRATAMIENTO,1
DIARREA POSIBLEMENTE INFECCIOSA,1
IC  AGUDA PREDOMINIO IZD CON INSUF RESPIRATORIA 2º,1
SINOVITIS SUBACROMIAL EXTENSA,1
HIPERNATREMIA REVERTIDA,1
DORSOLUMBALGIA POR FX ACUÑAMIENTO D12.,1
ACV ISQUEMICO A. CEREBRAL MEDIA DCHA (28/11/2016),1
TRAUMATISMO CRANEAL CON HEMATOMA PERIORBITARIO IZQUIERDO,1
ACV LACUNAR,1
POP FRACTURA PERTROCÁNTERA DE FÉMUR DERECHO,1
HERNIA DISCAL C6-C7.,1
DESNUTRICIÓN C-P LEVE,1
ASMA BRONQUIAL GRAVE AGUDIZADA.,1
INFECCIÓN RESPIRATORIA AGUDA ; BRONQUITIS AGUDA,1
HEPATOPATIA CRONICA DE ETIOLOGIA MULTIPLE,1
HIPOGLUCEMIAS EN PACIENTE EN TTO CON INSULINA POR DM TIPO 2,1
CUERPO EXTRAÑO IMPACTADO EN OÍDO IZQUIERDO,1
NEUMONÍA ADQUIRIDA EN LA COMUNIDAD (SAMR),1
DEHISCENCIA MANO IZQUIERDA,1
NEOPLASIA PROSTATA-MTS OSEAS,1
INSUFICIENCIA RESPIRATORIA PARCIAL 2,1
ICC. ACXFA RAPIDA,1
"DETERIORO COGNITIVO , PROB DEMENCIA DE PERFIL MIXTO GDS 5",1
INFECCIÓN RESPIRATORIA NO CONDENSANTE NOSOCOMIAL,1
FALLA ORGNICA MULTIPLE,1
ACCIDENTE DE TRAFICO (ATROPELLO) 12/05/2017,1
HEMATOMA GLUTEO 2º A IM,1
ADENOCARCINOMA GÁSTRICO ESTADIO IV,1
ÚLCERAS MID SOBREINFECTADAS.,1
OSTEOPOROSIS - OSTEOARTROSIS CON DOLORES MAL CONTROLADOS,1
COAGULOPATIA SEVERA EN CONTEXTO DE SEPSIS,1
ICTUS AGUDO ISQUÉMIC,1
CONTUSION ABDOMINAL,1
OCLUSION INTESTINAL SECUNDARIA A HERNIA INGUINAL,1
ARTRITIS GOTOSA 1º DEDO PIE IZQUIERDO,1
SOSPECHA INFECCION POR VIH,1
FRACTURA RAMA ISQUIOPUBIANA E ILEOISQUIATICA IZDAS,1
FRACTURA-ARRANCAMIENTO BASE FALANGE DISTAL 2º DEDO MANO IZQ.,1
UPP GRADO IV EN MALEOLO EXTERNO IZQUIERDO SOBREINFECTADA,1
OBSTRUCCIÓN INTESTINAL EN PROBABLE RELACIÓN CON CUADRO ISQUÉMICO,1
DEMENCIA MIXTA (VASCULAR + SECUNDARIA) GRADO MODERADO-SEVERO GDS 5-6,1
HIPOTENSIÓN ARTERIAL CON CUADRO DE MAREOS SECUNDARIOS,1
INFECICÓN CUTÁNEA,1
ÚLCERA SOBREINFECTADA EN PIE IZQUIERDO,1
HIPERGLICEMIA - DETERMINAR ORIGEN,1
CONTUSIÓN RODILLA DERECHA.,1
LEUCOCITOSIS Y NEUTROFILIA DE ETIOLOGIA NO FILIADA.,1
ACV AGUDO HEMORRÁGICO EN TÁLAMO DRCH,1
FRACTURA DE RAMA ILIOPUBIANA  SUPERIOR IZQUIERDA,1
ARTROSIS SEVERA EN MMII,1
SÍNDROME DE HIPERPRESIÓN ROTULIANA,1
DEMENCIA SEVERA MIXTA (VASCULAR Y DEGENERATIVA),1
"CA DE MAMA CON METÁSTASIS PULMONARES MÚLTIPLES, HEPÁTICAS Y ÓSEAS",1
SOSPECHA VALVULOPATIA REUMÁTICA,1
"SEPSIS DE ORIGEN RESPIRATORIO, SECUNDARIA A BRONCOASPIRACIÓN.",1
PROBABLE  MIELOMA  MULTIPLE,1
SOBREDOSIFICACIÓN DE TRATAMEINTO CON SINTROM.,1
UPP EN SACRO IIIº INFECTADA + UPP EN TALONES IIº,1
OSTEOPOROSIS CRONICA,1
HERNIA DE HIATO GIGANTE SINTOMÁTICA,1
PROBABLE ACCIDENTE ISQUÉMICO TRANSITORIO.,1
HEMIPARESIA IZDA DE PREDOMINIO BRAQUIAL (ORIGEN CENTRAL),1
UPP MALEOLO EXTERNO TOBILLO IZQUIERDO,1
"SUBOCLUSION INTESTINAL POR ESTENOSIS DE ASA DE DELGADO, RESUELTA.",1
NEO COLON ASCENDENTE IRRESECABLE EN TRATAMIENTO PALIATIVO,1
SOSPECHA ENFERMEDAD DE PAGET,1
INFARTO SUBAGUDO OCCIPITAL DERECHO,1
INVESTIGAR HEMATOMA CRANEAL/HSA,1
PARAPLEJIA POST-OPERATORIA,1
LEUCOPENIA CON NEUTROPENIA SEVERA + PLAQUETOPENIA,1
FRACTURA RAMA ISQUIOPÚBICA IZQUIERDA AGUDA,1
ICTUS HEMISFÉRICO IZQUIERDO VS. PROCESO NEOPLÁSICO (GLIOBLASTOMA),1
ENFERMEDAD DEL NODO SINUSAL CON PAUSA DE 4.4 S,1
ARTROPLASTIA TOTAL RODILLA IZDA TRIATHLON (01/12/2017),1
POSIBLE MENINGITIS VIRICA,1
COXALGIA DCHA RECIDIVANTE,1
FRACTURA DE  5TO ARCO COSTAL DERECHO,1
"HEMIPLEJÍA DRCHA , AFASIA GLOBAL, DISFAGIA  COMO SECUELAS",1
DISFUNCIÓN ATM DERECHA.,1
INFECCIÓN RESPIRATORIA AGUDA DE VÍAS INFERIORES NO CONDENSANTE,1
ADC GÁSTRICO ESTADIO I,1
ACXFA ANTICOAGULADA CON SINTROM,1
"HERNIA FORAMINAL IZDA, RADICULOPATÍA IPSILATERAL.",1
ICC DESCOMPENSADA CON EDEMA AGUDO PULMÓN.,1
ENFERMEDAD RENAL MODERADA/LEVE,1
EMBOLIA GRASA,1
CUMPLE CRITERIOS DE DEMENCIA PROB EN DE ALZHEIEMR,1
LUMBALGIA TRAUMATICA,1
DERMATITIS PRURIGINOSA GENERALIZADA,1
Y CORONA RADIADA IZQUIERDA ABIERTA A VENTRICULOS,1
INFECCIÓN RESPIRATORIA EN PACIENTE CON BRONQUIECTASIAS,1
ENFISEMA PULMONAR. SOSPECHA DE HT PULMONAR,1
LINFOMA CERABRAL PRIMARIO EN PROGRESIÓN,1
PATOLOGÍA ARTRÓSICA DEGENERATIVA COLUMNA LUMBAR.,1
ULCERA MSIS,1
DISTONÍA MUSCULAR POR ESPASTICIDAD SECUNDARIA A ACV,1
FA PAROXÍSTICA PREVIAMENTE NO CONOCIDA,1
SOSPECHA DE TUMOR DE PELVIS RENAL IZQUIERDA,1
FRACTURA  SUBCAPITAL DE CADERA  IZQUIERDA,1
FRACTURA REBORDE ORBITARIO,1
SD DE INTESTINO IRRITABLE,1
A DESCARTAR MT OSEAS,1
DESCOMPENSACIÓN DIABÉTICA (HIPERGLUCEMIA),1
NEUMONÍA LID ADQUIRIDA EN LA COMUNIDAD,1
ENFERMEDAD DE  PAGET COXAL DERECHA,1
UPP IV POR E. COLI,1
SÍNDROME COMPRESIVO NERVIOSO PERIFÉRICO MUÑECA DERECHA,1
RADICULOPATÍA L3-L4 DERECHA AGUDA.,1
HIPERTENSIÓN ESENCIAL,1
DILATACIÓN DE VÍAS BILIARES DE CAUSA NO ACLARADA,1
DEMENCIA TIPO AIZHEIMER MODERADA,1
DISFAGIA OROFARIGENA,1
SITUACION BASAL: JONES: 1. CAF: NO FUNCIONAL. COLVEZ: 2.,1
"EPOC FENOTIPO MIXTO ESTADIO IV, AGUDIZACIÓN",1
MONOPARESIA MB. INF. DCHO CON PIRAMIDALISMO EN ESTUDIO,1
FRACTURA CONMINUTA CABEZA RADIAL CODO IZQ,1
ITU NOSOCOMIAL (,1
INFLAMACIÓN ADENOPATÍAS INGUINALES.,1
CIATALGIA IZDA - POSIBLE SD. PIRIFORME,1
DERRAME PLEURAL BILATERAL TRAUMÁTICO,1
ISQUEMIA CRÓNICA GRADO IV DE AMBOS MIEMBROS INFERIORES.,1
"COLONOSCOPIA NORMAL, PTE RESULTADO BIOPSIAS SALPICADAS.",1
INFECCIÓN URINARIA POR KLEBSIELLA PNEUMONIAE SSP PNEUMONIAE (SENSIBLE),1
CERVICOBRAQUIALGIA DCHA,1
ANEMIA FERROPÉNICA (DIVERTICULOSIS SEVERA).,1
ANEMIA NORMOCÍTICA EN OBSERVACIÓN,1
MAREO CRÓNICO A ESTUDIO.,1
ERUPCIÓN GENERALIZADA.,1
DOLORES OSEOS EN EL CONTEXTO DE NEO PROTATICA EN PROGRESION.,1
RASH CUTANEO,1
LUMBALGIA MECÁNICA.,1
ECTROPION BILATERAL SEVERO,1
ALTERACIONES ELECTROLÍTICAS,1
DEFICIT DE ACIDO FOLICO Y VITAMINA B 12,1
PROBABLE CRISIS HTA POR AINES,1
FRACTURA DEL COTILO DE LA CADERA IZQUIERDA,1
INVESTIGAS SINCOPES ?,1
TAQUICARDIA 2ª A SALBUTAMOL,1
MINIMO HEMATOMA EPIDURAL AGUDO PARIETAL IZQ,1
HEMICOLECTOMÍA,1
DERMATITIS FACIAL.,1
UPP   EN TALONES,1
SINDROME CONFUSIONAL AGUDO SECUNDARIO A  POREVIOS,1
CONDROPATÍA FÉMORO-TIBIAL INTERNA GRADO IV,1
ADENOCARCINOMA DE PRÓSTATA INFILTRANTE A RECTO,1
FALLO RENAL AGUDO  POST-RENAL,1
DOLOR TORÁCICO NO CONTROLADO,1
UPP INFECTADA TALON IZQUIERDO,1
HERNIA INGUINOCRURAL IZDA NO COMPLICADA,1
LINFEDEMA MII.,1
ULCERA  EN 2DO DEDO DE PIE DERECHO  CON S.A.R.M. EN ESTUDIO,1
INSUFICIENCIA ARTERIAL PERIFÉRICA CRÓNICA,1
INFECCIÓNES RESPIRATORIAS DE VÍAS BAJAS DE REPETICIÓN(BRONCOASPIRACIÓN,1
BACTERIEMIA POR STAPHYLOCOCCUS CAPITIS.,1
FRACTURA VERTEBRAL ANTIGUA DORSAL 11,1
HEMATOMA SUBDURAL INTERVENIDO. TRATAMIENTO REHABILITADOR.,1
INSUFICIENCIA RENAL POSTRENAL.,1
UPP EN SACRO IIIº INFECTADA,1
DISMOVILIDAD 4A. JONES 1(B:1). CAF 0/5 (B: DOMIC CON BASTON). COLVEZ 2,1
ESTENO-OBSTRUCCIÓN ÍLEO-FÉ**********-POPLÍTEA BILATERAL.,1
"PROBABLE NEUMONÍA NOSOCOMIAL, SÍNDROME FEBRIL SECUNDARIO.",1
PROBABILIDAD DE MALIGNIDAD,1
POSTOPERATORIO DE PRÓTESIS DE CADERA,1
HEMIPARESIA DCHA + AFASIA MIXTA DE CLARO PREDOMINIO MOTOR.,1
ACV ISQUEMICO A. CEREBRAL MEDIA IZDA (31/01/2017),1
SEPSIS PROBABLE,1
ENF. PARKINSON AVANZADA.,1
DEFICIT DE VITMINA B12,1
TCE LEVE-MODERADO.,1
SOBREDOSIFICACIÓN DE TRATAMIENTO CON SINTROM.,1
ESCARA IV SOBREINFECTADAS.,1
FRACTURA APLASTAMIENTO L1-L3,1
CODO IZDO DOLOROSOS POSTRAUMATICO - ARTROSIS,1
ACXFA CRNICA,1
INSUFICIENCIA RENAL CRÓNICA ESTADÍO..... AGUDIZADA,1
POLIARTRALGIA MMII,1
SÍNDROME FEBRIL EN POSTOPERATORIO RECIENTE. POSIBLE PROCESO GRIPAL,1
I. RENAL CRÓNICA AGUDIZADA SECUNDARIA,1
HEMORRADIA DIGESTIVA NO FILIADA,1
ÚLCERAS POR DECÚBITO SOBREINFECTADAS: AISLAMIENTO DE SARM.,1
"ESTREÑIMIENTO PERTINAZ, PENDIENTE COMPLETAR ESTUDIO.",1
NEGATIVA PARA LA INGESTA DE ALIMENTOS EN PCTE C/ DEMENCIA EVOLUCIONADA,1
NEUMONÍA IZQUIERDA POSIBLEMENTE ASPIRATIVA,1
DEMENCIA TIPO VASCULAR,1
ALTERACION ANATOMICA DEL DELGADO EN RELACION A CIRUGIA PREVIA,1
CRISIS ASMATICA LEVE,1
IRC CON AGUDIZACIÓN PRERRENAL.,1
INESTABILIDAD A ESTUDIO.,1
CONTUSION TEMPORAL IZQ,1
HIPERPARATIROIDISMO SECUNDARIO RENAL,1
ICC AGUDA DE DEBUT CON FUNCIÓN SISTÓLICA  PRESERVADA,1
DISMOVILIDAD 4A. JONES 1 (B:3) CAF 0/5 (B: DOM SOBRE PAREDES) COLVEZ 2,1
GONARTROSIS DCHA (PRINCIPAL CAUSA DE DEFICT DE MOVILIDAD),1
DETERIORO FUNCIONAL: TRANSFERENCIAS Y MARCHA,1
HIPO NATREMIA,1
SÍNDROME CONFUSIONAL SUBUAGUDO,1
DEFICIT ISQUEMICO TRANSITORIO REVERSIBLE (06/07/2017),1
ESTENOSIS DEGENERATIVA DEL CANAL LUMBAR L3-S1.,1
DIABETES MELLITUS TIPO 2 DESCOMPENSADA POR PROCESO INFECCIOSO NO CLARO,1
HIPERGLUCEMIAS MAL CONTROLADAS,1
DIARREA RECURRENTE (PROBABLE CL. DIFFICILE),1
HEMATURIA ANEMIZANTE SECUNDARIA,1
FA CON RV RÁPIDA PREVIAMENTE NO CONOCIDA,1
DEMENCIA SENIL- HIDROCEFALIA,1
FRACTURA ARCO CIGOMÁTICO,1
TUBERCULINA POSITIVA,1
NEUMONÍA LSD ADQUIRIDA EN RESIDENCIA DE ANCIANOS,1
DIARREA POR SPREPTOCOCCUS  DYGALACTIAE,1
ÚLCERAS SOBREINFECTADAS MID.,1
DEMENCIA TIPO ALZHEIMER GDS- 7,1
HTA/HIPERCOLESTEROLEMIA,1
FRACTURA DE 1/3 MEDIO DE CLAVICULA IZQUIERDA,1
SANGRADO VAGINAL PERSISTENTE,1
BRONQUIECTASIAS LOBULO SUPERIOR DERECHO,1
NEGATIVA PARA LA INGESTA DE ALIMENTOS PROBABLE SECUNDARIO A TTNO,1
ARTRITIS SEROPOSITIVA.,1
SEPSIS 2ª A ITU POR E.COLI,1
SÍNDROME MIELODISPLÁSICO CON PANCITOPENIA,1
"DISFAGIA OROFARÍNGEA, PORTADORA DE SNG PARA ALIMENTACIÓN.",1
UPP EN TALÓN  IZD ESTADIO I,1
CEFALEA CRÓNICA.,1
SINDROME CONFUSIONAL AGUDO EN EL CONTEXTO DE BAJA INGESTA LIQUIDA ...,1
INSUFICIENCIA RENAL ¿AGUDA VS. CRÓNICA?????,1
HIPOGLUCEMIA CON EL TTO INSULINICO,1
"LIGERA SOBREDOSIFICACIÓN DE SINTROM (INR: 3,7)",1
"DEMENCIA , PROB ENF ALZHEIMER EVOLUCIONADA",1
PIE PÉNDULO DCHO,1
UPP EN SACRO IVº INFECTADA,1
NEOFORMACIÓN DE SIGMA,1
POST OPERATORIO DE PRÓTESIS CADERA DERECHA DOLOROSO.,1
HEMORRAGIA VÍTREA OI.,1
CARDIOPATÍA CIANÓTICA,1
PROCESO INFECCIOSO RESPIRATORIO AGUDO,1
RECTORRAGIA  CON CONMPRIMISO HEMODINAMICO,1
IAO LEVE-MODERADA,1
DETERIORO GENERAL A ESTUDIO: DESCARTAR TEP.,1
ÚLCERA VASCULAR PIERNA DERECHA EN TRATAMIENTO,1
ENFERMEDAD RENAL CRONICA ESTADIO IIB,1
NEO DE PROTATA,1
DMII,1
POLICITEMIA VERA.,1
OSTEOARTROSIS  GENERALIZADA CON MAL  CONTROL DEL DOLOR,1
MASA HEPATICA DE ASPECTO NEOPLASICO,1
PEQUEÑO ARRANCAMIENTO OSEO EN LA INTERLAMINAR DERECHA C7,1
FRACTURA ARCO CIGOMÁTICO IZQUIERDO,1
SOBREDOSIFICACIÓN DE BZD.,1
ÚLCERA VASCULÍTICA MII,1
DEMENCIA POSIBLE MIXTA,1
SD FEBRIL EN PACIENTE CON ASCITIS.,1
TEP DESCARTADO,1
FRACTURA DIAFISARIA DE TERCIO MEDIO DE FÉMUR DERECHO.,1
POLIPOS COLONICOS EXTIRPADOS,1
ISQUEMIA CRONICA G-IV EN MID,1
FRACTURA SUBCAPITAL CADERA IZDA (29/01/2017). PROTESIS BIPOLAR (01/02),1
FRACTURA DE APOFISIS TRANSVERSAS DCHAS: L4 - L5.,1
ANGINAS ESTABLES 2º A FC INCREMENTADAS,1
BASAL: JONES: 4. CAF: COMUN. LIMIT CON BASTON. COLVEZ: 4.,1
HIPERREACTIVIDAD BROQUIAL,1
IRA POR MICROASPIRACIONES. DISFAGIA OF,1
FRACTURA DEDO PIE,1
